#Format 0
#Firmware 0.2.3-0_2023-09-13T15:54:09Z
#Logger Serial Number: 10001
#CO2 Sensor Serial Numbers: 0 65776F073B89; 1 6B0467073BD4; 2 66E467073B2E; 3 A3E467073B96; 4 5CE467073BD1; 5 94E467073B57
sec_of_file, CO2_ppm_0, temp_0, RH_0, CO2_ppm_1, temp_1, RH_1, CO2_ppm_2, temp_2, RH_2, CO2_ppm_3, temp_3, RH_3, CO2_ppm_4, temp_4, RH_4, CO2_ppm_5, temp_5, RH_5, year, month, date, hour, min, sec, lat, lon, HDOP, satellites, batt_voltage
746.45,826,-0.20,100.00,991,1.05,100.00,627,-0.18,100.00,1055,1.04,100.00,584,0.18,100.00,734,0.84,100.00,2000,1,1,0,12,35,,,,,12.35,
751.45,826,-0.18,100.00,992,1.08,100.00,627,-0.20,100.00,1056,1.05,100.00,583,0.19,100.00,734,0.83,100.00,2000,1,1,0,12,40,,,,,12.47,
756.45,825,-0.17,100.00,992,1.07,100.00,628,-0.18,100.00,1057,1.06,100.00,584,0.18,100.00,734,0.84,100.00,2000,1,1,0,12,45,,,,,12.58,
761.45,825,-0.18,100.00,993,1.08,100.00,628,-0.21,100.00,1057,1.05,100.00,584,0.21,100.00,735,0.85,100.00,2000,1,1,0,12,50,,,,,12.58,
766.45,825,-0.17,100.00,993,1.09,100.00,628,-0.18,100.00,1056,1.07,100.00,584,0.20,100.00,735,0.84,100.00,2000,1,1,0,12,55,,,,,12.29,
771.45,825,-0.18,100.00,993,1.09,100.00,628,-0.20,100.00,1055,1.06,100.00,583,0.21,100.00,734,0.86,100.00,2000,1,1,0,13,0,,,,,12.21,
776.45,824,-0.17,100.00,992,1.09,100.00,628,-0.17,100.00,1057,1.07,100.00,583,0.20,100.00,734,0.85,100.00,2000,1,1,0,13,5,,,,,12.45,
781.45,824,-0.15,100.00,992,1.07,100.00,628,-0.18,100.00,1056,1.06,100.00,583,0.20,100.00,735,0.87,100.00,2000,1,1,0,13,10,,,,,12.32,
786.45,824,-0.17,100.00,992,1.10,100.00,629,-0.18,100.00,1057,1.05,100.00,583,0.21,100.00,735,0.84,100.00,2000,1,1,0,13,15,,,,,12.52,
791.45,823,-0.18,100.00,992,1.11,100.00,629,-0.18,100.00,1056,1.07,100.00,582,0.20,100.00,734,0.88,100.00,2000,1,1,0,13,20,,,,,12.25,
796.45,823,-0.15,100.00,993,1.10,100.00,629,-0.17,100.00,1056,1.06,100.00,582,0.22,100.00,734,0.90,100.00,2000,1,1,0,13,25,,,,,12.29,
801.45,824,-0.17,100.00,993,1.11,100.00,629,-0.16,100.00,1056,1.08,100.00,583,0.23,100.00,733,0.86,100.00,2000,1,1,0,13,30,,,,,12.54,
806.45,825,-0.16,100.00,993,1.12,100.00,629,-0.18,100.00,1056,1.07,100.00,583,0.22,100.00,733,0.88,100.00,2000,1,1,0,13,35,,,,,12.57,
811.45,825,-0.17,100.00,993,1.11,100.00,630,-0.19,100.00,1057,1.08,100.00,583,0.22,100.00,733,0.90,100.00,2000,1,1,0,13,40,,,,,12.25,
816.45,824,-0.16,100.00,993,1.13,100.00,631,-0.16,100.00,1058,1.10,100.00,583,0.23,100.00,733,0.87,100.00,2000,1,1,0,13,45,,,,,12.56,
821.45,824,-0.16,100.00,994,1.13,100.00,632,-0.16,100.00,1058,1.09,100.00,583,0.23,100.00,733,0.88,100.00,2000,1,1,0,13,50,,,,,12.47,
826.45,824,-0.17,100.00,994,1.14,100.00,633,-0.15,100.00,1059,1.07,100.00,583,0.25,100.00,733,0.88,100.00,2000,1,1,0,13,55,,,,,12.34,
831.45,824,-0.13,100.00,994,1.13,100.00,632,-0.18,100.00,1059,1.08,100.00,582,0.22,100.00,734,0.88,100.00,2000,1,1,0,14,0,,,,,12.59,
836.45,824,-0.15,100.00,995,1.12,100.00,633,-0.15,100.00,1061,1.08,100.00,582,0.25,100.00,733,0.89,100.00,2000,1,1,0,14,5,,,,,12.59,
841.45,823,-0.14,100.00,995,1.16,100.00,634,-0.15,100.00,1060,1.10,100.00,583,0.21,100.00,734,0.89,100.00,2000,1,1,0,14,10,,,,,12.64,
846.45,823,-0.14,100.00,995,1.12,100.00,635,-0.17,100.00,1060,1.09,100.00,583,0.24,100.00,734,0.89,100.00,2000,1,1,0,14,15,,,,,12.50,
851.45,823,-0.15,100.00,995,1.13,100.00,636,-0.17,100.00,1059,1.09,100.00,584,0.25,100.00,734,0.89,100.00,2000,1,1,0,14,20,,,,,12.62,
856.45,823,-0.15,100.00,994,1.14,100.00,635,-0.15,100.00,1059,1.12,100.00,583,0.23,100.00,734,0.88,100.00,2000,1,1,0,14,25,,,,,12.34,
861.45,823,-0.14,100.00,994,1.13,100.00,635,-0.14,100.00,1059,1.11,100.00,583,0.25,100.00,733,0.89,100.00,2000,1,1,0,14,30,,,,,12.29,
866.45,824,-0.14,100.00,994,1.15,100.00,636,-0.16,100.00,1061,1.09,100.00,583,0.24,100.00,734,0.90,100.00,2000,1,1,0,14,35,,,,,12.16,
871.45,824,-0.14,100.00,995,1.14,100.00,636,-0.15,100.00,1061,1.11,100.00,583,0.25,100.00,733,0.91,100.00,2000,1,1,0,14,40,,,,,12.20,
876.45,823,-0.12,100.00,995,1.14,100.00,637,-0.14,100.00,1060,1.10,100.00,583,0.25,100.00,733,0.90,100.00,2000,1,1,0,14,45,,,,,12.60,
881.45,822,-0.10,100.00,996,1.17,100.00,638,-0.13,100.00,1059,1.09,100.00,583,0.27,100.00,733,0.92,100.00,2000,1,1,0,14,50,,,,,12.54,
886.45,822,-0.14,100.00,994,1.16,100.00,639,-0.12,100.00,1058,1.11,100.00,584,0.25,100.00,733,0.92,100.00,2000,1,1,0,14,55,,,,,12.59,
891.45,822,-0.14,100.00,996,1.17,100.00,640,-0.14,100.00,1059,1.13,100.00,585,0.25,100.00,733,0.90,100.00,2000,1,1,0,15,0,,,,,12.26,
896.45,821,-0.12,100.00,995,1.17,100.00,640,-0.13,100.00,1059,1.09,100.00,585,0.25,100.00,733,0.92,100.00,2000,1,1,0,15,5,,,,,12.30,
901.45,822,-0.13,100.00,995,1.17,100.00,641,-0.13,100.00,1059,1.10,100.00,585,0.25,100.00,732,0.94,100.00,2000,1,1,0,15,10,,,,,12.28,
906.45,822,-0.12,100.00,995,1.19,100.00,641,-0.13,100.00,1058,1.10,100.00,586,0.26,100.00,733,0.92,100.00,2000,1,1,0,15,15,,,,,12.24,
911.45,822,-0.14,100.00,996,1.18,100.00,641,-0.14,100.00,1059,1.13,100.00,586,0.25,100.00,733,0.94,100.00,2000,1,1,0,15,20,,,,,12.39,
916.45,821,-0.14,100.00,995,1.18,100.00,641,-0.11,100.00,1059,1.11,100.00,585,0.23,100.00,732,0.92,100.00,2000,1,1,0,15,25,,,,,12.19,
921.45,820,-0.13,100.00,995,1.19,100.00,641,-0.13,100.00,1059,1.12,100.00,585,0.26,100.00,732,0.94,100.00,2000,1,1,0,15,30,,,,,12.21,
926.45,820,-0.13,100.00,995,1.19,100.00,641,-0.12,100.00,1059,1.12,100.00,586,0.26,100.00,732,0.93,100.00,2000,1,1,0,15,35,,,,,12.52,
931.45,820,-0.13,100.00,995,1.19,100.00,641,-0.13,100.00,1060,1.12,100.00,586,0.26,100.00,732,0.93,100.00,2000,1,1,0,15,40,,,,,13.10,
936.45,820,-0.10,100.00,995,1.20,100.00,641,-0.13,100.00,1059,1.10,100.00,586,0.26,100.00,732,0.93,100.00,2000,1,1,0,15,45,,,,,12.36,
941.45,820,-0.13,100.00,995,1.19,100.00,641,-0.12,100.00,1061,1.15,100.00,586,0.25,100.00,732,0.94,100.00,2000,1,1,0,15,50,,,,,12.34,
946.45,821,-0.12,100.00,994,1.19,100.00,642,-0.13,100.00,1064,1.13,100.00,587,0.28,100.00,732,0.93,100.00,2000,1,1,0,15,55,,,,,12.59,
951.45,821,-0.12,100.00,994,1.19,100.00,642,-0.12,100.00,1063,1.13,100.00,587,0.29,100.00,733,0.94,100.00,2000,1,1,0,16,0,,,,,12.32,
956.45,821,-0.12,100.00,995,1.19,100.00,643,-0.13,100.00,1064,1.12,100.00,587,0.28,100.00,733,0.94,100.00,2000,1,1,0,16,5,,,,,12.40,
961.45,820,-0.10,100.00,995,1.21,100.00,643,-0.09,100.00,1064,1.13,100.00,586,0.29,100.00,733,0.94,100.00,2000,1,1,0,16,10,,,,,12.63,
966.45,820,-0.11,100.00,995,1.19,100.00,643,-0.10,100.00,1064,1.13,100.00,586,0.28,100.00,733,0.96,100.00,2000,1,1,0,16,15,,,,,12.39,
971.45,820,-0.13,100.00,996,1.21,100.00,643,-0.11,100.00,1064,1.13,100.00,586,0.28,100.00,733,0.94,100.00,2000,1,1,0,16,20,,,,,12.25,
976.45,819,-0.10,100.00,995,1.20,100.00,643,-0.10,100.00,1063,1.15,100.00,587,0.27,100.00,733,0.95,100.00,2000,1,1,0,16,25,,,,,12.54,
981.45,818,-0.12,100.00,995,1.21,100.00,643,-0.11,100.00,1063,1.12,100.00,585,0.27,100.00,733,0.96,100.00,2000,1,1,0,16,30,,,,,12.19,
986.45,818,-0.11,100.00,994,1.23,100.00,644,-0.12,100.00,1063,1.14,100.00,586,0.28,100.00,733,0.96,100.00,2000,1,1,0,16,35,,,,,12.50,
991.45,818,-0.10,100.00,995,1.20,100.00,644,-0.11,100.00,1062,1.15,100.00,586,0.29,100.00,733,0.95,100.00,2000,1,1,0,16,40,,,,,12.32,
996.45,817,-0.09,100.00,994,1.21,100.00,644,-0.09,100.00,1062,1.13,100.00,587,0.28,100.00,733,0.97,100.00,2000,1,1,0,16,45,,,,,12.64,
1001.45,815,-0.09,100.00,995,1.22,100.00,645,-0.09,100.00,1063,1.13,100.00,587,0.28,100.00,733,0.97,100.00,2000,1,1,0,16,50,,,,,12.40,
1006.45,815,-0.10,100.00,994,1.23,100.00,645,-0.12,100.00,1062,1.15,100.00,586,0.28,100.00,733,0.96,100.00,2000,1,1,0,16,55,,,,,12.37,
1011.45,815,-0.11,100.00,995,1.20,100.00,645,-0.10,100.00,1062,1.16,100.00,586,0.28,100.00,733,0.96,100.00,2000,1,1,0,17,0,,,,,12.29,
1016.45,815,-0.11,100.00,995,1.23,100.00,645,-0.10,100.00,1063,1.14,100.00,587,0.28,100.00,732,0.97,100.00,2000,1,1,0,17,5,,,,,12.65,
1021.45,814,-0.09,100.00,995,1.23,100.00,647,-0.11,100.00,1062,1.13,100.00,586,0.29,100.00,732,0.97,100.00,2000,1,1,0,17,10,,,,,12.31,
1026.45,814,-0.10,100.00,995,1.22,100.00,646,-0.09,100.00,1062,1.16,100.00,586,0.29,100.00,732,0.97,100.00,2000,1,1,0,17,15,,,,,12.37,
1031.45,814,-0.11,100.00,996,1.23,100.00,646,-0.09,100.00,1062,1.16,100.00,586,0.28,100.00,732,0.98,100.00,2000,1,1,0,17,20,,,,,12.61,
1036.45,813,-0.09,100.00,996,1.21,100.00,646,-0.10,100.00,1062,1.17,100.00,586,0.30,100.00,731,0.97,100.00,2000,1,1,0,17,25,,,,,12.57,
1041.45,814,-0.08,100.00,996,1.22,100.00,646,-0.09,100.00,1062,1.15,100.00,586,0.28,100.00,731,0.97,100.00,2000,1,1,0,17,30,,,,,12.61,
1046.45,813,-0.08,100.00,996,1.24,100.00,646,-0.12,100.00,1061,1.18,100.00,585,0.30,100.00,731,0.97,100.00,2000,1,1,0,17,35,,,,,12.63,
1051.45,813,-0.09,100.00,996,1.23,100.00,646,-0.09,100.00,1062,1.15,100.00,585,0.27,100.00,731,0.98,100.00,2000,1,1,0,17,40,,,,,12.61,
1056.45,813,-0.08,100.00,996,1.22,100.00,647,-0.08,100.00,1061,1.17,100.00,585,0.31,100.00,732,0.96,100.00,2000,1,1,0,17,45,,,,,12.35,
1061.45,813,-0.09,100.00,995,1.24,100.00,647,-0.08,100.00,1060,1.16,100.00,584,0.30,100.00,732,1.00,100.00,2000,1,1,0,17,50,,,,,12.36,
1066.45,812,-0.09,100.00,995,1.24,100.00,647,-0.09,100.00,1059,1.16,100.00,584,0.28,100.00,732,0.99,100.00,2000,1,1,0,17,55,,,,,12.22,
1071.45,812,-0.09,100.00,995,1.23,100.00,648,-0.08,100.00,1058,1.15,100.00,584,0.29,100.00,732,0.97,100.00,2000,1,1,0,18,0,,,,,12.17,
1076.45,813,-0.09,100.00,994,1.24,100.00,648,-0.09,100.00,1059,1.17,100.00,584,0.30,100.00,732,0.99,100.00,2000,1,1,0,18,5,,,,,12.26,
1081.45,812,-0.08,100.00,991,1.26,100.00,649,-0.10,100.00,1059,1.19,100.00,584,0.29,100.00,733,0.99,100.00,2000,1,1,0,18,10,,,,,12.39,
1086.45,813,-0.08,100.00,992,1.25,100.00,649,-0.09,100.00,1058,1.17,100.00,583,0.31,100.00,732,1.00,100.00,2000,1,1,0,18,15,,,,,12.34,
1091.45,813,-0.11,100.00,993,1.23,100.00,649,-0.08,100.00,1058,1.16,100.00,583,0.30,100.00,732,0.99,100.00,2000,1,1,0,18,20,,,,,12.24,
1096.45,812,-0.07,100.00,994,1.25,100.00,649,-0.09,100.00,1058,1.15,100.00,583,0.29,100.00,732,0.99,100.00,2000,1,1,0,18,25,,,,,12.38,
1101.45,812,-0.07,100.00,994,1.24,100.00,650,-0.09,100.00,1057,1.15,100.00,584,0.29,100.00,733,0.99,100.00,2000,1,1,0,18,30,,,,,12.47,
1106.45,812,-0.09,100.00,994,1.26,100.00,650,-0.07,100.00,1058,1.16,100.00,584,0.31,100.00,732,0.99,100.00,2000,1,1,0,18,35,,,,,12.36,
1111.45,813,-0.08,100.00,995,1.26,100.00,649,-0.09,100.00,1057,1.18,100.00,584,0.30,100.00,732,1.00,100.00,2000,1,1,0,18,40,,,,,12.37,
1116.45,812,-0.08,100.00,995,1.26,100.00,649,-0.07,100.00,1057,1.15,100.00,585,0.30,100.00,733,1.00,100.00,2000,1,1,0,18,45,,,,,12.24,
1121.45,812,-0.08,100.00,994,1.28,100.00,650,-0.07,100.00,1057,1.16,100.00,585,0.32,100.00,732,1.01,100.00,2000,1,1,0,18,50,,,,,12.24,
1126.45,811,-0.09,100.00,994,1.24,100.00,650,-0.09,100.00,1057,1.17,100.00,585,0.31,100.00,732,1.01,100.00,2000,1,1,0,18,55,,,,,12.58,
1131.45,812,-0.08,100.00,996,1.25,100.00,651,-0.07,100.00,1057,1.17,100.00,586,0.33,100.00,732,1.01,100.00,2000,1,1,0,19,0,,,,,12.41,
1136.45,812,-0.08,100.00,997,1.26,100.00,651,-0.09,100.00,1057,1.16,100.00,586,0.31,100.00,732,1.01,100.00,2000,1,1,0,19,5,,,,,12.65,
1141.45,813,-0.05,100.00,997,1.27,100.00,651,-0.05,100.00,1056,1.18,100.00,587,0.32,100.00,732,1.00,100.00,2000,1,1,0,19,10,,,,,12.63,
1146.45,812,-0.06,100.00,998,1.27,100.00,651,-0.08,100.00,1055,1.16,100.00,587,0.30,100.00,733,1.01,100.00,2000,1,1,0,19,15,,,,,12.39,
1151.45,811,-0.08,100.00,997,1.30,100.00,651,-0.07,100.00,1056,1.18,100.00,587,0.30,100.00,733,1.01,100.00,2000,1,1,0,19,20,,,,,12.65,
1156.45,812,-0.05,100.00,997,1.26,100.00,651,-0.06,100.00,1055,1.18,100.00,586,0.31,100.00,733,1.03,100.00,2000,1,1,0,19,25,,,,,12.23,
1161.45,813,-0.07,100.00,997,1.28,100.00,652,-0.08,100.00,1055,1.18,100.00,586,0.31,100.00,732,1.02,100.00,2000,1,1,0,19,30,,,,,12.23,
1166.45,813,-0.04,100.00,997,1.27,100.00,653,-0.08,100.00,1054,1.18,100.00,586,0.32,100.00,732,1.01,100.00,2000,1,1,0,19,35,,,,,12.38,
1171.69,813,-0.07,100.00,997,1.28,100.00,653,-0.07,100.00,1055,1.19,100.00,585,0.31,100.00,733,1.01,100.00,2000,1,1,0,19,40,,,,,12.53,
1176.69,813,-0.06,100.00,997,1.29,100.00,653,-0.08,100.00,1055,1.18,100.00,585,0.34,100.00,733,1.01,100.00,2000,1,1,0,19,45,,,,,12.27,
1181.69,813,-0.07,100.00,996,1.29,100.00,653,-0.07,100.00,1055,1.18,100.00,584,0.32,100.00,732,1.02,100.00,2000,1,1,0,19,50,,,,,12.29,
1186.69,813,-0.05,100.00,996,1.29,100.00,653,-0.07,100.00,1057,1.17,100.00,584,0.31,100.00,733,1.01,100.00,2000,1,1,0,19,55,,,,,12.60,
1191.69,813,-0.05,100.00,996,1.29,100.00,654,-0.06,100.00,1060,1.17,100.00,584,0.31,100.00,732,1.02,100.00,2000,1,1,0,20,0,,,,,12.34,
1196.69,813,-0.06,100.00,996,1.29,100.00,654,-0.03,100.00,1059,1.19,100.00,585,0.33,100.00,732,1.02,100.00,2000,1,1,0,20,5,,,,,12.38,
1201.69,812,-0.05,100.00,996,1.29,100.00,655,-0.07,100.00,1058,1.18,100.00,585,0.32,100.00,733,1.03,100.00,2000,1,1,0,20,10,,,,,12.68,
1206.69,812,-0.04,100.00,997,1.29,100.00,655,-0.08,100.00,1058,1.17,100.00,585,0.32,100.00,732,1.00,100.00,2000,1,1,0,20,15,,,,,12.38,
1211.69,812,-0.04,100.00,996,1.30,100.00,656,-0.05,100.00,1059,1.19,100.00,586,0.33,100.00,733,1.02,100.00,2000,1,1,0,20,20,,,,,12.65,
1216.69,811,-0.05,100.00,997,1.31,100.00,655,-0.06,100.00,1058,1.19,100.00,586,0.31,100.00,733,1.03,100.00,2000,1,1,0,20,25,,,,,12.63,
1221.69,811,-0.07,100.00,996,1.29,100.00,656,-0.03,100.00,1057,1.18,100.00,586,0.34,100.00,733,1.05,100.00,2000,1,1,0,20,30,,,,,12.25,
1226.69,811,-0.05,100.00,996,1.31,100.00,656,-0.05,100.00,1058,1.19,100.00,586,0.35,100.00,733,1.03,100.00,2000,1,1,0,20,35,,,,,12.66,
1231.69,812,-0.06,100.00,997,1.28,100.00,656,-0.07,100.00,1057,1.18,100.00,586,0.34,100.00,733,1.04,100.00,2000,1,1,0,20,40,,,,,12.29,
1236.69,812,-0.05,100.00,997,1.32,100.00,656,-0.05,100.00,1057,1.21,100.00,586,0.34,100.00,733,1.05,100.00,2000,1,1,0,20,45,,,,,12.30,
1241.69,812,-0.05,100.00,997,1.30,100.00,656,-0.06,100.00,1057,1.19,100.00,586,0.35,100.00,733,1.05,100.00,2000,1,1,0,20,50,,,,,12.65,
1246.69,812,-0.05,100.00,998,1.29,100.00,657,-0.03,100.00,1057,1.20,100.00,585,0.34,100.00,734,1.03,100.00,2000,1,1,0,20,55,,,,,12.65,
1251.69,812,-0.04,100.00,997,1.31,100.00,657,-0.06,100.00,1056,1.19,100.00,585,0.31,100.00,734,1.03,100.00,2000,1,1,0,21,0,,,,,12.27,
1256.69,812,-0.04,100.00,997,1.30,100.00,657,-0.05,100.00,1056,1.19,100.00,585,0.32,100.00,733,1.03,100.00,2000,1,1,0,21,5,,,,,12.42,
1261.69,812,-0.04,100.00,997,1.31,100.00,657,-0.05,100.00,1055,1.21,100.00,585,0.32,100.00,733,1.05,100.00,2000,1,1,0,21,10,,,,,12.62,
1266.69,813,-0.05,100.00,997,1.29,100.00,658,-0.03,100.00,1055,1.19,100.00,585,0.34,100.00,733,1.03,100.00,2000,1,1,0,21,15,,,,,12.63,
1271.69,814,-0.03,100.00,999,1.30,100.00,658,-0.08,100.00,1054,1.21,100.00,585,0.34,100.00,734,1.05,100.00,2000,1,1,0,21,20,,,,,12.63,
1276.69,813,-0.05,100.00,999,1.33,100.00,658,-0.05,100.00,1054,1.20,100.00,585,0.34,100.00,734,1.04,100.00,2000,1,1,0,21,25,,,,,12.46,
1281.69,813,-0.04,100.00,998,1.29,100.00,659,-0.04,100.00,1055,1.20,100.00,584,0.34,100.00,735,1.05,100.00,2000,1,1,0,21,30,,,,,12.63,
1286.69,813,-0.04,100.00,998,1.33,100.00,659,-0.06,100.00,1053,1.19,100.00,584,0.34,100.00,734,1.05,100.00,2000,1,1,0,21,35,,,,,12.24,
1291.69,813,-0.02,100.00,998,1.32,100.00,659,-0.07,100.00,1052,1.20,100.00,584,0.34,100.00,735,1.06,100.00,2000,1,1,0,21,40,,,,,12.44,
1296.69,813,-0.05,100.00,998,1.31,100.00,659,-0.05,100.00,1051,1.19,100.00,584,0.34,100.00,736,1.05,100.00,2000,1,1,0,21,45,,,,,12.46,
1301.69,813,-0.04,100.00,997,1.31,100.00,659,-0.06,100.00,1047,1.21,100.00,584,0.34,100.00,736,1.05,100.00,2000,1,1,0,21,50,,,,,12.59,
1306.69,813,-0.03,100.00,997,1.32,100.00,659,-0.03,100.00,1047,1.21,100.00,583,0.35,100.00,736,1.04,100.00,2000,1,1,0,21,55,,,,,12.41,
1311.69,813,-0.02,100.00,997,1.32,100.00,660,-0.05,100.00,1046,1.20,100.00,583,0.36,100.00,736,1.05,100.00,2000,1,1,0,22,0,,,,,12.55,
1316.69,813,-0.03,100.00,996,1.33,100.00,660,-0.03,100.00,1045,1.21,100.00,583,0.33,100.00,736,1.06,100.00,2000,1,1,0,22,5,,,,,12.62,
1321.69,812,-0.04,100.00,997,1.33,100.00,660,-0.03,100.00,1045,1.21,100.00,583,0.34,100.00,737,1.05,100.00,2000,1,1,0,22,10,,,,,12.33,
1326.69,813,-0.04,100.00,997,1.32,100.00,660,-0.02,100.00,1044,1.22,100.00,583,0.37,100.00,737,1.05,100.00,2000,1,1,0,22,15,,,,,12.66,
1331.69,813,-0.03,100.00,996,1.35,100.00,660,-0.01,100.00,1044,1.19,100.00,584,0.35,100.00,737,1.06,100.00,2000,1,1,0,22,20,,,,,12.62,
1336.69,813,-0.04,100.00,997,1.33,100.00,660,-0.04,100.00,1044,1.22,100.00,585,0.34,100.00,737,1.08,100.00,2000,1,1,0,22,25,,,,,12.15,
1341.69,813,-0.03,100.00,997,1.32,100.00,660,-0.02,100.00,1044,1.21,100.00,585,0.35,100.00,737,1.08,100.00,2000,1,1,0,22,30,,,,,12.23,
1346.69,814,-0.02,100.00,996,1.32,100.00,661,-0.02,100.00,1045,1.22,100.00,584,0.34,100.00,738,1.06,100.00,2000,1,1,0,22,35,,,,,12.66,
1351.69,814,-0.03,100.00,996,1.32,100.00,661,-0.05,100.00,1045,1.22,100.00,584,0.35,100.00,738,1.06,100.00,2000,1,1,0,22,40,,,,,12.64,
1356.69,813,-0.04,100.00,997,1.32,100.00,662,-0.01,100.00,1046,1.19,100.00,585,0.34,100.00,737,1.08,100.00,2000,1,1,0,22,45,,,,,12.28,
1361.69,813,-0.03,100.00,997,1.35,100.00,662,-0.04,100.00,1046,1.22,100.00,584,0.35,100.00,738,1.06,100.00,2000,1,1,0,22,50,,,,,12.35,
1366.69,812,-0.03,100.00,996,1.34,100.00,662,-0.06,100.00,1047,1.24,100.00,585,0.37,100.00,738,1.08,100.00,2000,1,1,0,22,55,,,,,12.63,
1371.69,812,-0.02,100.00,997,1.32,100.00,662,-0.03,100.00,1046,1.22,100.00,584,0.33,100.00,738,1.04,100.00,2000,1,1,0,23,0,,,,,12.46,
1376.69,813,-0.03,100.00,997,1.33,100.00,662,-0.02,100.00,1045,1.20,100.00,585,0.36,100.00,739,1.06,100.00,2000,1,1,0,23,5,,,,,12.52,
1381.69,813,-0.04,100.00,998,1.35,100.00,662,-0.02,100.00,1045,1.21,100.00,584,0.36,100.00,739,1.07,100.00,2000,1,1,0,23,10,,,,,12.49,
1386.69,813,-0.04,100.00,998,1.34,100.00,662,-0.03,100.00,1045,1.23,100.00,584,0.36,100.00,739,1.07,100.00,2000,1,1,0,23,15,,,,,12.43,
1391.69,814,-0.03,100.00,998,1.35,100.00,662,-0.04,100.00,1045,1.21,100.00,584,0.36,100.00,739,1.05,100.00,2000,1,1,0,23,20,,,,,12.37,
1396.69,814,-0.02,100.00,1000,1.31,100.00,662,-0.03,100.00,1045,1.20,100.00,583,0.35,100.00,739,1.06,100.00,2000,1,1,0,23,25,,,,,12.62,
1401.69,814,-0.04,100.00,1001,1.35,100.00,662,-0.01,100.00,1044,1.23,100.00,583,0.37,100.00,739,1.08,100.00,2000,1,1,0,23,30,,,,,12.59,
1406.69,814,-0.01,100.00,1000,1.34,100.00,662,-0.03,100.00,1044,1.22,100.00,583,0.36,100.00,738,1.06,100.00,2000,1,1,0,23,35,,,,,12.30,
1411.69,814,-0.02,100.00,999,1.36,100.00,662,-0.02,100.00,1044,1.22,100.00,582,0.37,100.00,738,1.08,100.00,2000,1,1,0,23,40,,,,,12.31,
1416.69,813,-0.01,100.00,996,1.33,100.00,662,-0.02,100.00,1045,1.21,100.00,581,0.36,100.00,738,1.07,100.00,2000,1,1,0,23,45,,,,,12.35,
1421.69,814,-0.03,100.00,996,1.35,100.00,662,-0.02,100.00,1043,1.21,100.00,582,0.35,100.00,737,1.07,100.00,2000,1,1,0,23,50,,,,,12.84,
1426.69,813,-0.02,100.00,997,1.33,100.00,662,-0.01,100.00,1041,1.21,100.00,582,0.37,100.00,737,1.07,100.00,2000,1,1,0,23,55,,,,,12.21,
1431.69,812,-0.02,100.00,996,1.36,100.00,662,-0.02,100.00,1040,1.22,100.00,583,0.38,100.00,738,1.10,100.00,2000,1,1,0,24,0,,,,,12.66,
1436.69,812,-0.02,100.00,996,1.35,100.00,662,-0.02,100.00,1041,1.24,100.00,582,0.38,100.00,738,1.11,100.00,2000,1,1,0,24,5,,,,,12.68,
1441.69,811,-0.01,100.00,996,1.37,100.00,662,-0.02,100.00,1040,1.23,100.00,582,0.37,100.00,737,1.10,100.00,2000,1,1,0,24,10,,,,,12.37,
1446.69,811,-0.02,100.00,996,1.34,100.00,662,-0.02,100.00,1041,1.23,100.00,582,0.36,100.00,737,1.08,100.00,2000,1,1,0,24,15,,,,,12.32,
1451.69,811,-0.01,100.00,996,1.36,100.00,663,-0.02,100.00,1041,1.24,100.00,582,0.36,100.00,737,1.08,100.00,2000,1,1,0,24,20,,,,,12.34,
1456.69,810,-0.01,100.00,997,1.35,100.00,663,-0.02,100.00,1041,1.22,100.00,581,0.37,100.00,737,1.08,100.00,2000,1,1,0,24,25,,,,,12.64,
1461.69,809,-0.01,100.00,996,1.34,100.00,664,-0.01,100.00,1041,1.24,100.00,582,0.38,100.00,737,1.08,100.00,2000,1,1,0,24,30,,,,,12.44,
1466.69,810,-0.03,100.00,996,1.35,100.00,664,-0.02,100.00,1041,1.23,100.00,582,0.38,100.00,738,1.07,100.00,2000,1,1,0,24,35,,,,,12.47,
1471.69,810,-0.03,100.00,996,1.35,100.00,664,-0.03,100.00,1039,1.23,100.00,582,0.38,100.00,739,1.09,100.00,2000,1,1,0,24,40,,,,,12.60,
1476.69,809,-0.01,100.00,995,1.35,100.00,665,-0.02,100.00,1040,1.25,100.00,583,0.38,100.00,739,1.08,100.00,2000,1,1,0,24,45,,,,,12.53,
1481.69,809,-0.01,100.00,995,1.35,100.00,664,-0.03,100.00,1039,1.23,100.00,583,0.39,100.00,738,1.09,100.00,2000,1,1,0,24,50,,,,,12.40,
1486.69,809,-0.01,100.00,995,1.35,100.00,664,-0.01,100.00,1040,1.22,100.00,582,0.38,100.00,738,1.11,100.00,2000,1,1,0,24,55,,,,,12.44,
1491.94,809,-0.02,100.00,996,1.37,100.00,664,-0.01,100.00,1040,1.25,100.00,582,0.38,100.00,738,1.07,100.00,2000,1,1,0,25,0,,,,,12.71,
1496.69,808,-0.01,100.00,997,1.36,100.00,663,-0.01,100.00,1040,1.25,100.00,582,0.38,100.00,738,1.09,100.00,2000,1,1,0,25,5,,,,,12.26,
1501.94,809,-0.02,100.00,998,1.37,100.00,664,-0.00,100.00,1040,1.24,100.00,583,0.37,100.00,738,1.09,100.00,2000,1,1,0,25,10,,,,,12.25,
